date,use,gen,grid
12/31/15 23:00,1.156227778,-0.004301944,1.160529722
12/31/15 22:00,1.212106944,-0.004334444,1.216441389
12/31/15 21:00,1.165365,-0.004379167,1.169744167
12/31/15 20:00,2.056996389,-0.004261667,2.061258056
12/31/15 19:00,1.656413056,-0.004504444,1.6609175
12/31/15 18:00,1.178945556,0.067306389,1.111639167
12/31/15 17:00,0.960701111,0.298835,0.661866111
12/31/15 16:00,0.948844167,1.642672222,-0.693828056
12/31/15 15:00,1.051841944,2.402263333,-1.350421389
12/31/15 14:00,1.132709722,3.188273889,-2.055564167
12/31/15 13:00,1.191978056,1.640356944,-0.448378889
12/31/15 12:00,1.426652778,3.430889167,-2.004236389
12/31/15 11:00,1.137500833,1.771777778,-0.634276944
12/31/15 10:00,1.298067222,0.388536111,0.909531111
12/31/15 9:00,1.233136667,0.019260556,1.213876111
12/31/15 8:00,1.214481111,-0.004496389,1.2189775
12/31/15 7:00,0.928867222,-0.004534444,0.933401667
12/31/15 6:00,0.724359167,-0.004393611,0.728752778
12/31/15 5:00,0.776890278,-0.004423611,0.781313889
12/31/15 4:00,0.747345833,-0.0044275,0.751773333
12/31/15 3:00,0.701321389,-0.004471944,0.705793333
12/31/15 2:00,0.760951667,-0.004419722,0.765371389
12/31/15 1:00,0.759066111,-0.004399722,0.763465833
12/31/15 0:00,0.810080278,-0.004361667,0.814441944
12/30/15 23:00,1.564130556,-0.004685833,1.568816389
12/30/15 22:00,1.479787778,-0.004476944,1.484264722
12/30/15 21:00,1.371660556,-0.004295556,1.375956111
12/30/15 20:00,2.4929125,-0.004050278,2.496962778
12/30/15 19:00,3.525869722,-0.004339444,3.530209167
12/30/15 18:00,1.240572778,0.0548475,1.185725278
12/30/15 17:00,0.850375556,0.230676944,0.619698611
12/30/15 16:00,0.859079167,1.562456944,-0.703377778
12/30/15 15:00,0.897268889,2.765461111,-1.868192222
12/30/15 14:00,0.7099175,2.906086111,-2.196168611
12/30/15 13:00,1.047729722,4.058513333,-3.010783611
12/30/15 12:00,1.127775833,2.857313333,-1.7295375
12/30/15 11:00,1.328492778,1.389810833,-0.061318056
12/30/15 10:00,1.667058056,0.582142778,1.084915278
12/30/15 9:00,1.6594275,0.045541389,1.613886111
12/30/15 8:00,1.272387222,-0.004512778,1.2769
12/30/15 7:00,1.063586667,-0.004613333,1.0682
12/30/15 6:00,0.7417775,-0.004508056,0.746285556
12/30/15 5:00,0.831171389,-0.004419167,0.835590556
12/30/15 4:00,0.884438889,-0.004475556,0.888914444
12/30/15 3:00,0.675308889,-0.004580833,0.679889722
12/30/15 2:00,0.793673889,-0.004524444,0.798198333
12/30/15 1:00,0.723945556,-0.004561389,0.728506944
12/30/15 0:00,0.905809167,-0.004464444,0.910273611
12/29/15 23:00,1.164453333,-0.004433889,1.168887222
12/29/15 22:00,1.4244075,-0.004557222,1.428964722
12/29/15 21:00,1.372444167,-0.004551389,1.376995556
12/29/15 20:00,1.323343611,-0.004276667,1.327620278
12/29/15 19:00,1.727208611,-0.004346944,1.731555556
12/29/15 18:00,1.203916944,0.022918333,1.180998611
12/29/15 17:00,0.891935556,0.23894,0.652995556
12/29/15 16:00,0.99005,1.635538056,-0.645488056
12/29/15 15:00,1.040779444,2.893656389,-1.852876944
12/29/15 14:00,1.0371225,3.012966111,-1.975843611
12/29/15 13:00,1.2994575,3.413381111,-2.113923611
12/29/15 12:00,1.019813333,2.5172,-1.497386667
12/29/15 11:00,1.526688056,1.697600278,-0.170912222
12/29/15 10:00,1.687220278,0.456833889,1.230386389
12/29/15 9:00,1.7480575,0.038109167,1.709948333
12/29/15 8:00,1.260398333,-0.0047275,1.265125833
12/29/15 7:00,0.989434722,-0.004584722,0.994019444
12/29/15 6:00,0.732372222,-0.004541389,0.736913611
12/29/15 5:00,0.820770556,-0.004422222,0.825192778
12/29/15 4:00,0.808922222,-0.004492222,0.813414444
12/29/15 3:00,0.672396389,-0.004649722,0.677046111
12/29/15 2:00,0.833848889,-0.004503333,0.838352222
12/29/15 1:00,0.95026,-0.004625556,0.954885556
12/29/15 0:00,1.934566944,-0.0047375,1.939304444
12/28/15 23:00,2.065921389,-0.004314167,2.070235556
12/28/15 22:00,2.106429444,-0.004281944,2.110711389
12/28/15 21:00,2.138362778,-0.004134167,2.142496944
12/28/15 20:00,2.033422778,-0.004210833,2.037633611
12/28/15 19:00,2.126331111,-0.004251389,2.1305825
12/28/15 18:00,1.523351944,0.008024444,1.5153275
12/28/15 17:00,1.110036944,0.362715278,0.747321667
12/28/15 16:00,1.4322325,1.242328056,0.189904444
12/28/15 15:00,2.649703889,2.376671389,0.2730325
12/28/15 14:00,2.840273056,3.196004444,-0.355731389
12/28/15 13:00,0.76883,2.577296944,-1.808466944
12/28/15 12:00,1.087156111,1.830294444,-0.743138333
12/28/15 11:00,1.632531389,0.862523333,0.770008056
12/28/15 10:00,1.592241944,0.227608889,1.364633056
12/28/15 9:00,1.939476667,0.006014722,1.933461944
12/28/15 8:00,1.648504722,-0.004773056,1.653277778
12/28/15 7:00,1.169352222,-0.004784444,1.174136667
12/28/15 6:00,0.727943889,-0.00463,0.732573889
12/28/15 5:00,0.801413889,-0.004525,0.805938889
12/28/15 4:00,0.744848889,-0.004595,0.749443889
12/28/15 3:00,0.740008889,-0.004608889,0.744617778
12/28/15 2:00,0.752105833,-0.004528333,0.756634167
12/28/15 1:00,0.81071,-0.004500833,0.815210833
12/28/15 0:00,1.012889722,-0.004501944,1.017391667
12/27/15 23:00,0.940453056,-0.004401389,0.944854444
12/27/15 22:00,1.498530278,-0.0044325,1.502962778
12/27/15 21:00,1.038133056,-0.004629444,1.0427625
12/27/15 20:00,1.664278889,-0.004445556,1.668724444
12/27/15 19:00,1.606402778,-0.004522222,1.610925
12/27/15 18:00,0.739522778,-0.004333889,0.743856667
12/27/15 17:00,0.7785425,0.012649722,0.765892778
12/27/15 16:00,0.615066944,0.343592778,0.271474167
12/27/15 15:00,0.796361667,0.401604444,0.394757222
12/27/15 14:00,0.654701111,0.324977778,0.329723333
12/27/15 13:00,0.709539167,0.263870833,0.445668333
12/27/15 12:00,1.581459444,0.164810278,1.416649167
12/27/15 11:00,1.286610556,0.0569375,1.229673056
12/27/15 10:00,1.273574722,-0.002549167,1.276123889
12/27/15 9:00,1.379447222,-0.005277222,1.384724444
12/27/15 8:00,1.061237778,-0.004679444,1.065917222
12/27/15 7:00,0.863500556,-0.004627222,0.868127778
12/27/15 6:00,0.787137222,-0.004536389,0.791673611
12/27/15 5:00,0.729654444,-0.004577222,0.734231667
12/27/15 4:00,0.724615278,-0.004583333,0.729198611
12/27/15 3:00,0.787560833,-0.004518889,0.792079722
12/27/15 2:00,0.717906667,-0.004583333,0.72249
12/27/15 1:00,0.726002222,-0.004628611,0.730630833
12/27/15 0:00,0.881697778,-0.004473611,0.886171389
12/26/15 23:00,1.084102778,-0.004346389,1.088449167
12/26/15 22:00,1.086463333,-0.004497778,1.090961111
12/26/15 21:00,1.138316389,-0.004454444,1.142770833
12/26/15 20:00,1.201992778,-0.004385833,1.206378611
12/26/15 19:00,1.26753,-0.004376944,1.271906944
12/26/15 18:00,1.063883056,-0.005033611,1.068916667
12/26/15 17:00,1.386565556,-0.006594444,1.39316
12/26/15 16:00,1.278483611,0.061373056,1.217110556
12/26/15 15:00,1.338026389,0.094493611,1.243532778
12/26/15 14:00,1.0834075,0.056771111,1.026636389
12/26/15 13:00,1.179451111,0.050962222,1.128488889
12/26/15 12:00,3.851184444,0.039501667,3.811682778
12/26/15 11:00,1.082349722,0.01617,1.066179722
12/26/15 10:00,1.322767222,-0.005381667,1.328148889
12/26/15 9:00,1.176763611,-0.004964444,1.181728056
12/26/15 8:00,0.854953889,-0.004583611,0.8595375
12/26/15 7:00,0.861300556,-0.004520278,0.865820833
12/26/15 6:00,0.734685278,-0.004451944,0.739137222
12/26/15 5:00,0.732020556,-0.004465,0.736485556
12/26/15 4:00,0.642806944,-0.004536944,0.647343889
12/26/15 3:00,0.825231389,-0.004434722,0.829666111
12/26/15 2:00,0.832175278,-0.004479444,0.836654722
12/26/15 1:00,0.590145278,-0.00446,0.594605278
12/26/15 0:00,0.82255,-0.004303333,0.826853333
12/25/15 23:00,1.380681667,-0.004611667,1.385293333
12/25/15 22:00,1.843949167,-0.004948056,1.848897222
12/25/15 21:00,1.206480278,-0.004345278,1.210825556
12/25/15 20:00,1.057933611,-0.004434722,1.062368333
12/25/15 19:00,1.307565278,-0.004333056,1.311898333
12/25/15 18:00,0.889576389,-0.001770833,0.891347222
12/25/15 17:00,0.75216,0.222790278,0.529369722
12/25/15 16:00,0.626626667,0.652475833,-0.025849167
12/25/15 15:00,1.580311389,0.989054444,0.591256944
12/25/15 14:00,3.958880833,1.356825556,2.602055278
12/25/15 13:00,1.373311667,1.236068889,0.137242778
12/25/15 12:00,1.378231111,0.793000278,0.585230833
12/25/15 11:00,0.967538056,0.5390675,0.428470556
