date,use,gen,grid
12/31/15 23:00,0.433940833,-0.005663889,0.433940833
12/31/15 22:00,0.402845556,-0.005622222,0.402845556
12/31/15 21:00,0.413639722,-0.005642778,0.413639722
12/31/15 20:00,0.426854444,-0.005564444,0.426854444
12/31/15 19:00,0.396303889,-0.00542,0.396303889
12/31/15 18:00,0.449213056,-0.00398,0.447855
12/31/15 17:00,0.387171389,0.082006667,0.305160556
12/31/15 16:00,0.434395278,0.724515,-0.290119722
12/31/15 15:00,0.423431667,0.7897,-0.366268333
12/31/15 14:00,0.437766111,1.711864722,-1.274098611
12/31/15 13:00,0.483584167,2.732264167,-2.24868
12/31/15 12:00,0.424838611,3.01761,-2.592771389
12/31/15 11:00,0.450925278,2.51819,-2.067264722
12/31/15 10:00,0.429535833,1.155372778,-0.725836944
12/31/15 9:00,0.403419167,0.335224444,0.068194722
12/31/15 8:00,0.438346944,0.0021775,0.431478056
12/31/15 7:00,0.397773056,-0.005533333,0.397773056
12/31/15 6:00,0.437132778,-0.005549167,0.437132778
12/31/15 5:00,0.397090556,-0.005489444,0.397090556
12/31/15 4:00,0.447478056,-0.005459444,0.447478056
12/31/15 3:00,0.504365,-0.005465278,0.504365
12/31/15 2:00,0.423125556,-0.005493056,0.423125556
12/31/15 1:00,0.413676389,-0.005534444,0.413676389
12/31/15 0:00,0.404265,-0.005611111,0.404265
12/30/15 23:00,0.439529444,-0.005641111,0.439529444
12/30/15 22:00,0.3975475,-0.005519444,0.3975475
12/30/15 21:00,0.440623056,-0.005578611,0.440623056
12/30/15 20:00,0.400162222,-0.005618056,0.400162222
12/30/15 19:00,0.426591944,-0.005635278,0.426591944
12/30/15 18:00,0.419681944,0.056711111,0.360103611
12/30/15 17:00,0.412546944,0.610623611,-0.198076667
12/30/15 16:00,0.463625,1.667371667,-1.203746667
12/30/15 15:00,0.441506944,3.529295,-3.087788056
12/30/15 14:00,0.485492778,2.833300833,-2.347808056
12/30/15 13:00,0.430985556,3.271020833,-2.840035278
12/30/15 12:00,0.455766944,3.218642222,-2.762875278
12/30/15 11:00,0.455468889,3.163696667,-2.708227778
12/30/15 10:00,0.425915833,2.124299444,-1.698383611
12/30/15 9:00,0.453083889,0.487928611,-0.034844722
12/30/15 8:00,0.400423611,0.020045,0.376604167
12/30/15 7:00,0.437626667,-0.005431944,0.437626667
12/30/15 6:00,0.403415833,-0.005446389,0.403415833
12/30/15 5:00,0.450253333,-0.005503889,0.450253333
12/30/15 4:00,0.527205833,-0.005433611,0.527205833
12/30/15 3:00,0.397656667,-0.005462222,0.397656667
12/30/15 2:00,0.426160833,-0.005488889,0.426160833
12/30/15 1:00,0.411686389,-0.005502778,0.411686389
12/30/15 0:00,0.406959167,-0.005523333,0.406959167
12/29/15 23:00,0.435821944,-0.005571667,0.435821944
12/29/15 22:00,0.39854,-0.0055175,0.39854
12/29/15 21:00,0.44559,-0.005453056,0.44559
12/29/15 20:00,0.402347778,-0.005430833,0.402347778
12/29/15 19:00,0.42879,-0.005417778,0.42879
12/29/15 18:00,0.4198575,-0.001380278,0.416836944
12/29/15 17:00,0.443644167,0.126576389,0.317067778
12/29/15 16:00,0.408899167,0.385830278,0.023068889
12/29/15 15:00,0.438950278,0.816106111,-0.377155833
12/29/15 14:00,0.4417975,1.131070278,-0.689272778
12/29/15 13:00,0.422588611,1.491213333,-1.068624722
12/29/15 12:00,0.472386944,1.782507778,-1.310120833
12/29/15 11:00,0.431343333,2.878644167,-2.447300833
12/29/15 10:00,0.465319722,2.150113611,-1.684793889
12/29/15 9:00,0.42159,1.134700556,-0.713110556
12/29/15 8:00,0.419731667,0.023573056,0.391849722
12/29/15 7:00,0.585076667,-0.005259167,0.585076667
12/29/15 6:00,0.445819722,-0.005466111,0.445819722
12/29/15 5:00,0.514146667,-0.0055075,0.514146667
12/29/15 4:00,0.404443889,-0.0054975,0.404443889
12/29/15 3:00,0.445629722,-0.005501667,0.445629722
12/29/15 2:00,0.403913333,-0.005516944,0.403913333
12/29/15 1:00,0.449940278,-0.005539722,0.449940278
12/29/15 0:00,0.490666389,-0.005474722,0.490666389
12/28/15 23:00,0.504209167,-0.005469444,0.504209167
12/28/15 22:00,0.420514167,-0.005476667,0.420514167
12/28/15 21:00,0.408131389,-0.00544,0.408131389
12/28/15 20:00,0.407703056,-0.005456667,0.407703056
12/28/15 19:00,0.45235,-0.005535,0.45235
12/28/15 18:00,0.443978333,0.457194722,-0.015578333
12/28/15 17:00,0.445045556,2.417783889,-1.972738333
12/28/15 16:00,0.452982778,3.840191389,-3.387208611
12/28/15 15:00,0.484754722,4.557828611,-4.073073889
12/28/15 14:00,0.446795833,4.656761944,-4.209966111
12/28/15 13:00,0.501071389,4.797347222,-4.296275833
12/28/15 12:00,0.454367222,4.864031944,-4.409664722
12/28/15 11:00,0.47507,3.883476111,-3.408406111
12/28/15 10:00,0.591036944,3.116849167,-2.525812222
12/28/15 9:00,0.467828889,1.259448056,-0.791619167
12/28/15 8:00,0.532103333,0.059990556,0.468727222
12/28/15 7:00,0.554873611,-0.005354722,0.554873611
12/28/15 6:00,0.427088889,-0.005519167,0.427088889
12/28/15 5:00,0.39645,-0.005563889,0.39645
12/28/15 4:00,0.567946111,-0.005370556,0.567946111
12/28/15 3:00,0.400127778,-0.005538333,0.400127778
12/28/15 2:00,0.441722222,-0.005550556,0.441722222
12/28/15 1:00,0.426079167,-0.005513611,0.426079167
12/28/15 0:00,0.434673611,-0.005668889,0.434673611
12/27/15 23:00,0.428719167,-0.005543333,0.428719167
12/27/15 22:00,0.543218056,-0.005313333,0.543218056
12/27/15 21:00,0.401833611,-0.005405,0.401833611
12/27/15 20:00,0.431978333,-0.005358889,0.431978333
12/27/15 19:00,0.455781389,-0.005289722,0.455781389
12/27/15 18:00,0.528410833,-0.005566667,0.528384167
12/27/15 17:00,0.391036667,0.003618889,0.383694722
12/27/15 16:00,0.420218056,0.218975833,0.201242222
12/27/15 15:00,0.395186111,0.3813525,0.013833611
12/27/15 14:00,0.419333333,0.393870556,0.025462778
12/27/15 13:00,0.417538889,0.582186389,-0.1646475
12/27/15 12:00,0.412526667,0.643024444,-0.230497778
12/27/15 11:00,0.466930556,0.570823333,-0.103892778
12/27/15 10:00,0.523351111,0.149320556,0.374022222
12/27/15 9:00,0.403041389,0.007351111,0.392641944
12/27/15 8:00,0.411685278,-0.005670556,0.411685278
12/27/15 7:00,0.426575556,-0.005668611,0.426575556
12/27/15 6:00,0.395759444,-0.005570556,0.395759444
12/27/15 5:00,0.438960556,-0.005296111,0.438960556
12/27/15 4:00,0.380715278,-0.005316389,0.380715278
12/27/15 3:00,0.451393333,-0.005356667,0.451393333
12/27/15 2:00,0.3718975,-0.005384722,0.3718975
12/27/15 1:00,0.450322222,-0.0053725,0.450322222
12/27/15 0:00,0.384563333,-0.005338611,0.384563333
12/26/15 23:00,0.430153333,-0.005316389,0.430153333
12/26/15 22:00,0.443725556,-0.005328889,0.443725556
12/26/15 21:00,0.425724722,-0.005290278,0.425724722
12/26/15 20:00,0.395853056,-0.005306944,0.395853056
12/26/15 19:00,0.450418889,-0.005295,0.450418889
12/26/15 18:00,0.411604167,-0.002302222,0.409355
12/26/15 17:00,0.394013889,0.229173611,0.164840278
12/26/15 16:00,0.440971667,0.407895556,0.033076111
12/26/15 15:00,0.423632778,0.490164444,-0.066531667
12/26/15 14:00,0.405164722,0.869705833,-0.464541111
12/26/15 13:00,0.460273611,0.599188333,-0.138914722
12/26/15 12:00,0.463329444,0.317768611,0.145560833
12/26/15 11:00,0.4655025,0.362493333,0.103009167
12/26/15 10:00,0.412771389,0.439523333,-0.026751944
12/26/15 9:00,0.410213333,0.083555,0.325286389
12/26/15 8:00,0.3999425,0.011030278,0.385376667
12/26/15 7:00,0.419699167,-0.005257778,0.419699167
12/26/15 6:00,0.396385833,-0.005303333,0.396385833
12/26/15 5:00,0.424343611,-0.005379167,0.424343611
12/26/15 4:00,0.392403611,-0.005413056,0.392403611
12/26/15 3:00,0.434386667,-0.005401667,0.434386667
12/26/15 2:00,0.382734722,-0.005387778,0.382734722
12/26/15 1:00,0.45173,-0.005385556,0.45173
12/26/15 0:00,0.394736667,-0.005386389,0.394736667
12/25/15 23:00,0.445308333,-0.005416944,0.445308333
12/25/15 22:00,0.376471667,-0.005547222,0.376471667
12/25/15 21:00,0.445831111,-0.005563611,0.445831111
12/25/15 20:00,0.374436944,-0.005561389,0.374436944
12/25/15 19:00,0.455683333,-0.0054825,0.455683333
12/25/15 18:00,0.365757222,0.033218889,0.329748611
12/25/15 17:00,0.449870278,0.414954722,0.034915556
12/25/15 16:00,0.396606389,0.808056111,-0.411449722
12/25/15 15:00,0.443408889,0.678393889,-0.234985
